dates,nzd0433-0000,nzd0433-0001,nzd0433-0002,nzd0433-0003,nzd0433-0004,nzd0433-0005,nzd0433-0006,nzd0433-0007,nzd0433-0008,nzd0433-0009,nzd0433-0010,nzd0433-0011,nzd0433-0012,nzd0433-0013,nzd0433-0014,nzd0433-0015,nzd0433-0016,nzd0433-0050,nzd0433-0051,nzd0433-0052,nzd0433-0053,nzd0433-0054,nzd0433-0055,nzd0433-0056,nzd0433-0057,nzd0433-0058,nzd0433-0059,nzd0433-0060,nzd0433-0061,nzd0433-0062,nzd0433-0063,nzd0433-0064,nzd0433-0065,nzd0433-0066,nzd0433-0067,nzd0433-0049,nzd0433-0017,nzd0433-0018,nzd0433-0019,nzd0433-0020,nzd0433-0021,nzd0433-0022,nzd0433-0023,nzd0433-0024,nzd0433-0025,nzd0433-0026,nzd0433-0027,nzd0433-0028,nzd0433-0029,nzd0433-0030,nzd0433-0031,nzd0433-0032,nzd0433-0033,nzd0433-0034,nzd0433-0035,nzd0433-0036,nzd0433-0037,nzd0433-0038,nzd0433-0039,nzd0433-0040,nzd0433-0041,nzd0433-0042,nzd0433-0043,nzd0433-0044,nzd0433-0045,nzd0433-0046,nzd0433-0047,nzd0433-0048,satname
2001-01-26 22:10:30.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.56,216.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-01-20 22:15:01.686,,,,,,,,,,,,,,,,,224.91,,,,,,,,,,200.86,229.47,226.94,227.02,224.47,229.01,203.45,222.81,204.44,,214.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-01-29 22:08:45.213,,,,,,,,,,,,,,,,,224.91,,,,,,,,,,200.86,222.54500000000002,214.92000000000002,225.8,220.885,226.725,211.25,216.29000000000002,204.44,,214.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-02-14 22:08:53.179,,,,215.43,240.74,235.24,239.12,253.03,237.24,,246.64,,254.96,251.49,252.2,237.64,229.715,247.75,250.94,223.41,246.31,246.84,248.22,256.55,,,200.57,222.70666666666668,218.85,231.56000000000003,224.40333333333334,227.12666666666667,214.86666666666667,225.04,213.415,239.44,223.125,228.17,229.93,,235.21,231.37,231.0,233.75,235.3,,,,,,,,,,,,,,,,213.74,209.18,,,222.2,236.11,,246.01,L7
2002-12-31 22:08:20.096,,,,,,,,,,,,,247.81,242.71,246.19,207.31,228.79,,,,,,,,,,198.42,228.55,223.86,236.23,227.36,232.14,206.39,216.1,207.89,,222.96,229.12,225.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-02-24 22:14:49.328,,,,,,,,,,,224.75,190.54,240.41500000000002,248.935,237.135,216.22,228.79,,,,,,,,,,195.56,228.55,224.965,238.81,221.10000000000002,233.975,211.33999999999997,228.20499999999998,207.57999999999998,,222.96,229.12,225.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-20 21:57:03.003,260.94,245.21,250.18,241.61,223.13,220.2,223.92,239.3,232.0,249.67,231.195,205.17000000000002,233.02,250.20499999999998,233.03500000000003,205.685,199.31,217.24,222.87,224.7,211.6,219.35,220.73,226.77,237.01,239.27,214.87,234.86,233.14499999999998,241.005,227.09,235.42000000000002,224.73,236.07999999999998,215.42000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-08-27 22:03:21.662,261.13,241.925,245.11,243.97500000000002,222.255,220.07999999999998,223.055,238.53,239.79000000000002,251.385,239.58499999999998,200.125,,245.25,237.99,186.24,199.31,222.93,227.69,229.83999999999997,217.415,224.185,226.39999999999998,215.315,237.01,239.27,235.69,237.47000000000003,241.18,239.74,240.595,240.57999999999998,234.85,235.39499999999998,224.76999999999998,216.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2003-12-10 21:58:29.659,268.6066666666666,247.17,250.0666666666667,246.97000000000003,230.71666666666667,227.96,229.63666666666666,245.61666666666667,249.83,256.03,247.7733333333333,200.125,,245.25,237.99,186.24,199.31,237.43666666666664,239.93999999999997,239.33666666666667,230.72333333333333,235.29333333333332,237.67333333333332,215.315,251.405,252.22500000000002,246.98333333333335,249.49333333333334,251.77666666666667,251.12666666666667,251.76666666666665,250.59333333333333,247.08666666666667,246.72666666666666,233.33,216.13,,,,265.89,257.11,254.88,252.67,248.9,247.28,244.98,243.36,241.53,235.51,241.41,240.8,243.41,243.92,246.49,249.05,245.8,241.2,243.28,239.7,242.28,241.46,238.28,244.32,253.75,259.62,259.78,264.45,265.68,L5
2003-12-26 21:58:42.145,271.345,250.3725,252.995,249.62,236.81,234.6175,236.685,252.28750000000002,257.5725,259.32,253.14749999999998,200.125,,245.25,237.99,186.24,199.31,244.04250000000002,247.735,247.595,240.6,244.45749999999998,245.875,215.315,259.3566666666666,258.3233333333333,251.59,253.54500000000002,255.60750000000002,254.89249999999998,255.6125,254.015,252.17000000000002,253.21749999999997,240.45,216.13,,,,271.625,265.875,263.38,261.07,256.59,255.745,253.375,250.51000000000002,241.29000000000002,233.825,236.07,236.83,239.54,239.95999999999998,241.65,245.345,249.435,249.73499999999999,252.565,247.255,250.45999999999998,249.20499999999998,246.54000000000002,245.015,249.875,255.515,256.515,259.955,262.58000000000004,L5
2004-01-18 22:04:57.325,261.13800000000003,241.75,244.48200000000003,239.952,227.558,234.6175,236.685,252.28750000000002,257.5725,259.32,253.14749999999998,200.125,,230.91500000000002,232.315,182.185,199.84,236.28000000000003,240.878,241.856,236.16,239.36599999999999,239.61599999999999,202.75,251.665,249.685,242.80599999999998,245.46999999999997,245.728,245.26999999999998,245.61999999999998,244.67199999999997,243.862,243.48199999999997,240.45,212.92000000000002,197.62,191.3,193.96,271.625,245.59666666666666,245.38333333333333,244.73333333333335,241.39999999999998,241.91666666666666,240.1,237.58,224.55333333333337,213.97,236.07,236.83,219.95333333333335,222.48000000000002,224.27666666666667,227.54999999999998,230.87666666666667,238.61333333333332,239.96,234.89333333333332,237.41333333333333,237.52,235.20000000000002,234.01333333333332,233.27666666666667,237.71333333333334,239.27666666666664,242.54999999999998,244.32000000000002,L5
2004-01-27 21:58:50.060,257.3666666666667,238.20166666666668,239.65,235.71833333333333,223.45000000000002,227.38400000000001,229.30599999999998,245.8,251.92,253.294,246.28399999999996,208.33,233.39,230.95333333333335,231.96666666666667,182.73000000000002,201.01666666666665,231.33166666666668,240.878,241.856,236.16,239.36599999999999,239.61599999999999,202.75,251.665,249.685,242.80599999999998,245.46999999999997,245.728,245.26999999999998,245.61999999999998,244.67199999999997,243.862,243.48199999999997,240.45,209.51999999999998,191.94,186.755,193.96,271.625,228.39,233.91,234.06,232.02999999999997,232.5425,229.85750000000002,227.70250000000001,215.35500000000002,213.97,236.07,236.83,209.01749999999998,214.1375,215.25,218.93,223.5125,231.70499999999998,232.725,227.685,230.02749999999997,230.2425,228.3025,227.105,226.13,229.1225,231.6075,234.1875,235.16000000000003,L5
2004-02-19 22:05:07.713,254.49166666666665,233.86166666666668,234.85166666666666,231.10333333333332,219.80333333333337,223.58199999999997,222.32800000000003,240.21000000000004,256.9,254.20000000000002,248.44499999999996,202.595,221.0,213.74,226.64333333333335,179.91666666666666,201.66666666666666,232.68833333333336,240.804,241.62999999999997,235.69,239.408,239.75,200.46333333333337,246.23000000000002,243.4975,238.348,241.952,240.38600000000002,239.936,241.542,240.656,242.11400000000003,241.148,235.4975,210.24,193.00333333333333,187.28,194.66000000000003,271.625,224.198,228.01799999999997,230.344,228.49,229.176,225.334,221.952,211.67200000000003,206.4475,236.07,216.79,205.012,210.532,211.512,215.66799999999998,220.26799999999997,227.666,227.904,223.868,225.752,225.902,222.26400000000004,221.946,221.82200000000003,225.07200000000003,227.408,228.994,230.53000000000003,L5
2004-05-18 22:00:38.480,257.40500000000003,236.10333333333335,237.98833333333334,231.17999999999998,221.4416666666667,224.504,223.618,240.546,256.06,255.54500000000002,248.39499999999998,216.66500000000002,231.08,213.74,226.64333333333335,179.91666666666666,201.66666666666666,231.87,239.548,239.45,236.402,237.752,239.344,208.09333333333333,243.058,242.04000000000002,238.19400000000002,240.852,239.52200000000002,239.03400000000002,240.58,238.488,241.46400000000003,239.88400000000001,238.67333333333332,209.745,193.00333333333333,187.28,194.66000000000003,271.625,219.38666666666666,225.90833333333333,229.55499999999998,224.81499999999997,227.12,222.78666666666666,219.03,209.14499999999998,206.4475,236.07,216.79,205.012,210.532,211.512,215.66799999999998,220.26799999999997,227.666,227.904,223.868,225.752,225.902,222.26400000000004,221.946,221.82200000000003,225.07200000000003,227.408,228.994,230.53000000000003,L5
