dates,nzd0266-0000,nzd0266-0001,nzd0266-0002,nzd0266-0003,nzd0266-0004,nzd0266-0005,nzd0266-0006,nzd0266-0007,nzd0266-0008,nzd0266-0009,nzd0266-0010,nzd0266-0011,nzd0266-0012,nzd0266-0013,nzd0266-0014,nzd0266-0015,nzd0266-0016,nzd0266-0017,nzd0266-0018,nzd0266-0019,nzd0266-0020,nzd0266-0021,nzd0266-0022,nzd0266-0023,nzd0266-0024,nzd0266-0025,nzd0266-0026,nzd0266-0027,nzd0266-0028,nzd0266-0029,nzd0266-0030,satname
1999-12-25 21:59:16.152,223.18,270.66,250.22,277.57,270.54,283.23,227.53,269.0,280.5,277.22,301.79,278.31,257.8,193.21,250.66,265.13,258.71,254.76,264.36,283.89,279.39,285.71,288.09,288.71,288.95,273.86,288.21,277.83,272.26,,,L7
2000-01-10 21:59:16.407,237.49,270.375,252.29500000000002,278.505,271.48,290.78499999999997,234.28,269.345,282.43,279.18,301.62,282.11,262.03499999999997,196.17000000000002,256.05,265.75,266.115,260.73,264.45000000000005,283.815,285.27,288.76,290.78499999999997,294.225,295.56,283.18,292.23,283.96,280.595,,297.04,L7
2000-01-26 21:59:14.283,245.39000000000001,271.16,255.34333333333333,279.62666666666667,274.44666666666666,291.0366666666667,234.28,269.79333333333335,282.54333333333335,282.9633333333333,297.62,282.77,265.81333333333333,196.17000000000002,258.1433333333333,269.57666666666665,271.5233333333333,268.25,275.43333333333334,292.2266666666667,289.77,286.06333333333333,293.63,294.46999999999997,290.78000000000003,287.56333333333333,297.73333333333335,288.9733333333333,288.49,,294.47,L7
2000-03-14 21:58:59.247,245.39000000000001,271.16,255.34333333333333,279.62666666666667,274.44666666666666,291.0366666666667,234.28,269.79333333333335,282.54333333333335,282.9633333333333,297.62,282.77,265.81333333333333,196.17000000000002,259.235,271.47,273.71999999999997,268.25,275.4975,294.26,290.47749999999996,287.79,293.39,295.10249999999996,292.395,285.05,296.6875,285.1725,287.34,,294.47,L7
2000-07-04 21:58:02.420,256.495,271.40999999999997,250.0433333333333,270.28,269.59999999999997,292.7366666666667,241.03,270.19,283.565,285.835,295.53499999999997,285.0,269.82000000000005,199.13,262.09333333333336,273.58333333333337,278.7233333333333,274.995,279.21,297.71666666666664,294.1733333333333,288.48333333333335,295.1566666666667,297.2333333333333,293.5433333333333,288.78000000000003,299.5133333333333,287.62000000000006,292.3666666666666,,294.47,L7
2000-11-25 21:56:47.006,248.92,291.07,260.15999999999997,272.135,277.055,303.87,261.14,297.88,312.53,282.94,322.16,285.05,259.46,191.21,241.3,276.1,303.27,251.76,276.29,294.13,283.69,295.34,325.65,329.7,327.92,312.98,298.61,295.44,289.43,,289.98,L7
2001-03-17 21:56:40.512,248.92,280.07,271.70500000000004,290.25,290.135,311.3,268.04499999999996,289.605,297.315,278.65999999999997,312.11,284.265,259.265,191.925,256.71,272.67,290.73,263.13,278.815,293.09000000000003,282.615,293.505,309.72,310.06,327.92,312.98,293.12,285.985,278.03,,289.98,L7
2001-09-25 21:54:52.649,,275.49,259.54,275.8,278.38,300.13,268.61,271.54,272.99,266.59,300.12,281.47,258.47,209.4,267.45,258.73,273.42,271.03,273.71,283.9,273.07,288.52,290.6,279.29,288.71,,288.0,268.54,256.73,,,L7
2002-10-14 21:54:07.948,,275.03,253.4,271.87,276.31,287.47,268.07,275.54,277.56,263.11,295.71,270.88,258.38,209.9,262.45,261.66,268.83,268.65,273.27,281.65,272.38,282.29,286.47,279.89,281.35,264.7,281.81,269.9,262.5,,,L7
2002-12-01 21:54:40.891,267.48,285.30499999999995,253.4,285.745,287.21500000000003,298.29,279.88,286.8,289.43,279.45000000000005,306.41999999999996,282.065,265.885,230.125,264.245,268.21500000000003,278.66499999999996,277.06,284.265,292.32,283.925,292.53,295.51,292.78999999999996,293.21500000000003,279.575,292.905,281.7,277.565,296.34,302.51,L7
