dates,satname,nzd0076-0000,nzd0076-0001,nzd0076-0002,nzd0076-0003,nzd0076-0004,nzd0076-0005
1999-08-26 22:04:44.971000,L7,406.89,349.00,347.24,336.99,335.83,359.59
1999-09-27 22:04:48.949000,L7,392.51,347.94,333.84,329.79,331.32,327.37
1999-11-14 22:04:42.286000,L7,377.02,336.85,334.75,323.45,319.53,328.34
2000-01-01 22:04:37.439000,L7,385.44,322.72,329.69,317.41,335.34,333.40
2000-01-17 22:04:35.821000,L7,380.97,325.97,331.21,331.14,318.19,332.69
2000-05-24 22:03:46.662000,L7,388.68,338.08,329.30,333.93,330.79,339.66
2000-07-11 22:03:17.779000,L7,320.34,280.99,,260.58,255.38,283.62
2000-08-12 22:02:54.094000,L7,399.41,341.17,330.66,327.83,329.55,335.59
2000-09-13 22:02:26.190000,L7,392.31,316.52,323.39,319.40,317.95,279.41
2000-10-15 22:01:56.204000,L7,388.76,344.18,330.56,332.98,331.42,331.80
2001-01-03 22:02:12.432000,L7,379.12,332.03,328.97,314.68,313.24,327.16
2001-06-12 22:01:24.980000,L7,366.27,341.13,334.16,340.47,343.89,354.62
2001-08-15 22:00:38.680000,L7,426.58,389.27,376.14,381.85,391.32,376.24
2001-10-02 22:00:04.650000,L7,390.70,299.75,326.85,311.29,346.95,310.91
2001-12-05 22:00:18.987000,L7,347.70,317.48,324.20,314.54,317.33,331.64
2001-12-21 22:00:29.925000,L7,281.78,309.81,318.58,305.91,310.90,324.03
2002-01-22 22:00:40.906000,L7,352.95,323.21,330.15,319.17,308.79,326.76
2002-02-23 22:00:43.620000,L7,361.55,301.11,317.38,303.97,305.60,317.71
2002-03-27 22:00:37.575000,L7,340.07,306.98,314.29,313.57,315.25,324.28
2002-04-28 22:00:38.357000,L7,329.87,313.60,327.84,325.87,329.49,334.20
2002-06-15 22:00:19.658000,L7,508.35,,,,,545.61
2002-07-01 22:00:15.186000,L7,382.44,343.28,336.86,350.57,349.54,351.68
2002-07-17 22:00:08.747000,L7,427.05,370.10,356.51,360.01,346.21,364.39
2002-08-02 22:00:01.321000,L7,253.08,307.37,319.65,311.56,314.28,318.05
2002-08-18 21:59:57.690000,L7,426.27,355.36,334.34,345.59,338.47,347.46
2002-09-19 21:59:35.083000,L7,,295.01,310.43,302.67,305.65,311.46
2002-10-21 21:59:12.494000,L7,,,266.93,309.02,307.43,313.03
2002-10-21 21:59:36.443000,L7,404.06,427.23,439.98,318.21,329.62,322.37
2002-11-06 21:59:41.879000,L7,390.90,362.34,342.85,337.81,337.22,350.52
2003-07-28 21:48:28.960000,L5,240.41,288.12,297.85,310.96,310.73,304.96
2003-09-30 21:49:30.432000,L5,405.74,345.00,337.52,342.92,343.35,341.42
2004-06-12 21:53:11.618000,L5,252.30,279.10,287.00,296.70,281.74,279.27
2004-07-30 21:54:28.143000,L5,240.04,234.91,289.48,296.50,308.29,298.00
2004-09-16 21:55:41.721000,L5,422.63,382.83,369.56,364.48,360.15,373.71
2004-11-19 21:56:55.269000,L5,,,240.75,307.73,315.95,315.48
2005-02-23 21:58:31.621000,L5,422.75,370.74,352.76,352.81,352.14,351.25
2005-03-11 21:58:44.158000,L5,415.23,368.51,348.41,349.63,349.95,353.95
2005-03-27 21:58:51.619000,L5,318.64,299.46,297.56,251.43,222.99,268.74
2005-04-12 21:58:55.193000,L5,354.66,302.95,302.19,313.20,303.20,296.08
2005-07-17 21:59:35.576000,L5,,,287.20,295.10,303.22,302.66
2005-11-22 22:00:23.113000,L5,414.73,362.95,354.64,352.42,354.32,354.02
2006-04-15 22:03:30.798000,L5,244.06,184.84,283.18,298.21,301.78,300.14
2006-05-17 22:03:57.969000,L5,,,285.68,302.23,308.77,298.96
2006-06-02 22:04:12.415000,L5,311.54,338.11,320.47,332.91,335.28,332.71
2006-07-04 22:04:41.660000,L5,427.31,352.22,343.10,354.23,358.32,346.67
2006-11-25 22:06:19.953000,L5,323.32,328.87,329.52,332.35,320.53,348.75
2006-12-11 22:06:28.205000,L5,303.51,310.58,311.98,313.44,321.99,359.67
2007-02-13 22:06:47.368000,L5,311.95,,291.01,309.98,310.77,306.63
2008-02-16 22:01:58.190000,L5,355.99,296.42,305.13,324.40,325.70,286.40
2011-01-07 22:01:44.406000,L5,418.68,361.19,349.45,353.09,349.74,349.99
2011-03-12 22:01:43.554000,L5,425.30,379.35,361.30,358.68,354.70,358.66
2011-09-04 22:00:27.603000,L5,,277.57,230.48,333.63,335.54,321.30
2013-05-20 22:13:50.559000,L8,313.17,302.63,319.88,320.24,321.32,315.97
2013-07-07 22:13:24.262000,L8,,,,326.73,325.29,318.70
2013-07-07 22:13:48.209000,L8,407.56,376.93,345.58,340.21,338.76,332.46
2013-08-08 22:13:49.700000,L8,316.28,272.46,242.43,,,
2013-09-09 22:13:25.749000,L8,315.18,311.90,318.74,318.16,318.61,317.54
2013-09-09 22:13:49.699000,L8,324.88,323.52,324.98,325.80,327.33,325.06
2013-09-25 22:13:17.289000,L8,404.71,349.63,338.78,341.22,339.37,339.93
2013-09-25 22:13:41.239000,L8,406.65,350.43,339.39,341.88,340.31,340.80
2013-11-12 22:13:08.247000,L8,,,324.97,324.25,325.10,319.99
2013-11-12 22:13:32.202000,L8,,,324.02,323.51,324.22,318.27
2013-11-28 22:13:02.012000,L8,,311.63,333.65,334.97,330.32,327.31
2013-11-28 22:13:25.971000,L8,,312.47,332.83,334.10,329.75,325.50
2013-12-14 22:12:57.636000,L8,415.19,397.96,370.83,354.33,356.18,360.77
2013-12-14 22:13:21.591000,L8,415.03,397.54,371.61,353.35,355.91,358.44
2013-12-30 22:12:49.393000,L8,388.28,339.11,328.90,332.87,328.50,326.46
2013-12-30 22:13:13.343000,L8,387.75,338.74,328.39,332.89,328.25,327.62
2014-01-15 22:12:33.689000,L8,431.08,377.70,361.49,353.79,349.42,361.24
2014-01-31 22:12:28.855000,L8,423.06,372.78,353.79,350.41,349.52,361.90
2014-01-31 22:12:52.806000,L8,424.87,373.84,354.52,350.88,350.11,362.54
2014-03-04 22:11:59.077000,L8,327.38,331.34,329.32,327.74,327.12,322.90
2014-04-05 22:11:34.747000,L8,429.40,375.69,367.63,353.60,352.35,365.40
2014-04-05 22:11:58.702000,L8,288.18,297.36,318.80,325.95,319.15,316.52
2014-04-21 22:11:18.224000,L8,406.41,345.90,337.65,339.80,340.60,337.51
2014-04-21 22:11:42.175000,L8,,394.04,367.32,360.08,355.57,377.21
2014-05-23 22:11:18.694000,L8,406.26,346.20,337.76,339.78,338.20,339.06
2014-07-26 22:11:19.207000,L8,270.63,307.09,322.40,326.07,322.80,324.77
2014-07-26 22:11:43.162000,L8,435.90,393.26,370.96,354.47,356.73,361.10
2014-08-11 22:11:51.972000,L8,233.01,,,252.93,248.22,281.88
2014-10-14 22:11:38.746000,L8,432.35,381.00,361.92,353.78,352.55,368.87
2014-10-14 22:12:02.705000,L8,432.34,381.55,362.39,353.92,352.69,369.21
2015-01-18 22:11:24.746000,L8,429.25,368.64,359.02,351.55,347.47,355.16
2015-01-18 22:11:48.696000,L8,425.85,541.50,489.56,541.63,344.43,348.59
2015-02-19 22:11:13.759000,L8,436.49,378.21,364.15,352.82,378.37,368.30
2015-03-07 22:11:06.255000,L8,428.48,374.83,366.06,349.16,351.31,363.49
2015-03-07 22:11:30.209000,L8,430.46,377.39,367.55,350.90,352.78,364.90
2015-04-24 22:10:44.446000,L8,466.64,434.63,392.58,379.48,375.04,372.38
2015-04-24 22:11:08.401000,L8,464.96,434.18,391.51,379.38,373.60,372.05
2015-05-10 22:10:28.533000,L8,294.79,313.12,322.49,328.12,329.10,321.00
2015-05-10 22:10:52.487000,L8,293.52,310.14,321.22,326.57,327.79,319.21
2015-06-27 22:10:46.339000,L8,292.30,310.56,322.86,325.88,327.01,323.00
2015-06-27 22:11:10.298000,L8,289.01,304.90,320.59,323.24,323.82,319.87
2015-07-29 22:11:01.897000,L8,360.67,352.16,349.48,340.72,336.15,339.40
2015-07-29 22:11:25.856000,L8,285.35,299.37,316.70,314.89,318.71,310.43
2015-12-20 22:11:33.546000,L8,328.49,341.92,334.03,332.10,333.13,333.07
2015-12-20 22:11:57.501000,L8,370.51,343.74,334.78,332.49,333.59,333.89
